amendment_id,amendment_ts,applicant_id,field_code,field_label,old_value,new_value,workstation_id,source_document,requires_cert,counter_log_ref,notes
AMD-000177,2022-05-17,WL-01580,HIN,Hull Identification Number,CHD65137S529,CHD11749C842,HB-COUNTER-2,bill of sale,N,day log 2022-05-17,
AMD-000178,2022-05-17,WL-02930,VESSEL_TYPE,Vessel Type,SPORTFISH,POWER_STERNDRIVE,HB-COUNTER-2,driver's license,N,day log 2022-05-17,
AMD-000179,2022-05-18,WL-01212,BEAM,Beam (Width),11.7,11.6,HB-COUNTER-2,,Y,day log 2022-05-18,
AMD-000180,2022-05-19,WL-03861,ENGINE_MAKE,Engine Make / Model,US,CRUISER,HB-COUNTER-2,owner declaration at counter,N,day log 2022-05-19,
AMD-000181,2022-05-19,WL-02619,GROSS_TONNAGE,Gross Tonnage (GT),23.9,22.8,HB-COUNTER-2,,Y,day log 2022-05-19,
AMD-000182,2022-05-19,WL-01816,ENGINE_HP,Engine Horsepower,110,375,HB-COUNTER-2,bill of sale,N,day log 2022-05-19,
AMD-000183,2022-05-21,WL-01665,BUILD_LOCATION,Build Location / Yard,US,COMMERCIAL_FISH,HB-COUNTER-2,owner declaration at counter,N,day log 2022-05-21,
AMD-000184,2022-05-21,WL-01968,VESSEL_NAME,Vessel Name,OSPREY PASSAGE,COHO SHORE,HB-COUNTER-2,driver's license,N,day log 2022-05-21,
AMD-000185,2022-05-21,WL-01417,VESSEL_TYPE,Vessel Type,STEEL,CA,HB-COUNTER-2,driver's license,N,day log 2022-05-21,
AMD-000186,2022-05-23,WL-02776,LOA,Length Overall (LOA),54.2,53.1,HB-COUNTER-2,,Y,day log 2022-05-23,
AMD-000187,2022-05-24,WL-03113,LOA,Length Overall (LOA),45.4,48.0,HB-COUNTER-2,,Y,day log 2022-05-24,
AMD-000188,2022-05-24,WL-02490,VESSEL_NAME,Vessel Name,HERON ROCK,MURRE STAR,HB-COUNTER-2,owner declaration at counter,N,day log 2022-05-24,
AMD-000189,2022-05-26,WL-02573,FLAG,Flag State,FIBERGLASS,CRUISER,HB-COUNTER-2,owner declaration at counter,N,day log 2022-05-26,
AMD-000190,2022-05-27,WL-02030,YEAR_BUILT,Year Built,1981,1981,HB-COUNTER-2,driver's license,N,day log 2022-05-27,
AMD-000191,2022-05-28,WL-03627,BUILD_LOCATION,Build Location / Yard,FIBERGLASS,POWER_OUTBOARD,HB-COUNTER-2,bill of sale,N,day log 2022-05-28,
AMD-000192,2022-05-28,WL-03506,YEAR_BUILT,Year Built,1971,1971,HB-COUNTER-2,bill of sale,N,day log 2022-05-28,
AMD-000193,2022-05-29,WL-03130,HULL_MATERIAL,Hull Material,CRUISER,CA,HB-COUNTER-2,bill of sale,N,day log 2022-05-29,
AMD-000194,2022-06-01,WL-02831,LOA,Length Overall (LOA),52.4,54.7,HB-COUNTER-2,,Y,day log 2022-06-01,
AMD-000195,2022-06-02,WL-02627,LOA,Length Overall (LOA),47.1,46.8,HB-COUNTER-2,,Y,day log 2022-06-02,
AMD-000196,2022-06-02,WL-02281,GROSS_TONNAGE,Gross Tonnage (GT),17.3,17.5,HB-COUNTER-2,,Y,day log 2022-06-02,
AMD-000197,2022-06-02,WL-01541,DRAFT,Draft (Depth),7.4,7.9,HB-COUNTER-2,,Y,day log 2022-06-02,
AMD-000198,2022-06-03,WL-01353,ENGINE_MAKE,Engine Make / Model,POWER_STERNDRIVE,POWER_INBOARD,HB-COUNTER-2,driver's license,N,day log 2022-06-03,
AMD-000199,2022-06-03,WL-01444,YEAR_BUILT,Year Built,1981,1981,HB-COUNTER-2,registration,N,day log 2022-06-03,
AMD-000200,2022-06-03,WL-02435,VESSEL_NAME,Vessel Name,OSPREY ROCK,PINTAIL SOUND,HB-COUNTER-2,insurance decl page,N,day log 2022-06-03,
AMD-000201,2022-06-03,WL-01367,NET_TONNAGE,Net Tonnage (NT),21.9,21.9,HB-COUNTER-2,check-in measurement 2022-06-03,Y,day log 2022-06-03,
AMD-000202,2022-06-05,WL-02140,LOA,Length Overall (LOA),33.5,34.5,HB-COUNTER-2,,Y,day log 2022-06-05,
AMD-000203,2022-06-06,WL-03350,HULL_MATERIAL,Hull Material,CRUISER,ALUMINUM,HB-COUNTER-2,driver's license,N,day log 2022-06-06,
AMD-000204,2022-06-06,WL-03268,ENGINE_HP,Engine Horsepower,150,150,HB-COUNTER-2,driver's license,N,day log 2022-06-06,
AMD-000205,2022-06-07,WL-03496,YEAR_BUILT,Year Built,2005,2005,HB-COUNTER-2,registration,N,day log 2022-06-07,
AMD-000206,2022-06-07,WL-01038,ENGINE_HP,Engine Horsepower,330,150,HB-COUNTER-2,registration,N,day log 2022-06-07,
AMD-000207,2022-06-07,WL-02431,OWNER_ADDRESS,Owner Address,"9933 Thomas Drive, Coos Bay, OR","6631 Young Street, Astoria, OR",HB-COUNTER-2,driver's license,N,day log 2022-06-07,
AMD-000208,2022-06-08,WL-02409,OWNER_ADDRESS,Owner Address,"9132 Timothy Pines, Tacoma, WA","2204 Jessica Shoals, Newport, OR",HB-COUNTER-2,bill of sale,N,day log 2022-06-08,
AMD-000209,2022-06-08,WL-01862,NET_TONNAGE,Net Tonnage (NT),38.3,38.5,HB-COUNTER-2,,Y,day log 2022-06-08,
AMD-000210,2022-06-09,WL-02001,NET_TONNAGE,Net Tonnage (NT),9.7,11.3,HB-COUNTER-2,,Y,day log 2022-06-09,
AMD-000211,2022-06-10,WL-03061,HIN,Hull Identification Number,CHD51083F931,CHD64473O328,HB-COUNTER-2,driver's license,N,day log 2022-06-10,
AMD-000212,2022-06-10,WL-02268,VESSEL_NAME,Vessel Name,OTTER CREST,CORMORANT SOUND,HB-COUNTER-2,insurance decl page,N,day log 2022-06-10,
AMD-000213,2022-06-14,WL-03093,ENGINE_MAKE,Engine Make / Model,POWER_INBOARD,SAIL_MONO,HB-COUNTER-2,,N,day log 2022-06-14,
AMD-000214,2022-06-14,WL-01336,ENGINE_HP,Engine Horsepower,210,210,HB-COUNTER-2,,N,day log 2022-06-14,
AMD-000215,2022-06-16,WL-03178,OFFICIAL_NUM,Official Number / Registration,646800,880517,HB-COUNTER-2,bill of sale,N,day log 2022-06-16,
AMD-000216,2022-06-17,WL-03888,NET_TONNAGE,Net Tonnage (NT),35.6,35.5,HB-COUNTER-2,,Y,day log 2022-06-17,
AMD-000217,2022-06-17,WL-03753,OWNER_NAME,Owner Name,ELECTRIC,WOOD,HB-COUNTER-2,insurance decl page,N,day log 2022-06-17,
AMD-000218,2022-06-17,WL-02807,NET_TONNAGE,Net Tonnage (NT),7.4,6.0,HB-COUNTER-2,,Y,day log 2022-06-17,
AMD-000219,2022-06-18,WL-02875,BEAM,Beam (Width),15.9,16.1,HB-COUNTER-2,,Y,day log 2022-06-18,
AMD-000220,2022-06-18,WL-02959,LOA,Length Overall (LOA),44.5,47.2,HB-COUNTER-2,,Y,day log 2022-06-18,
AMD-000221,2022-06-19,WL-02185,OWNER_NAME,Owner Name,COMMERCIAL_FISH,COMMERCIAL_FISH,HB-COUNTER-2,,N,day log 2022-06-19,
AMD-000222,2022-06-20,WL-02387,OWNER_ADDRESS,Owner Address,"2084 Wilson Motorway, Tacoma, WA","905 Rachel Divide, Newport, OR",HB-COUNTER-2,,N,day log 2022-06-20,
AMD-000223,2022-06-20,WL-02986,VESSEL_TYPE,Vessel Type,POWER_INBOARD,COMMERCIAL_FISH,HB-COUNTER-2,insurance decl page,N,day log 2022-06-20,
AMD-000224,2022-06-22,WL-02719,NET_TONNAGE,Net Tonnage (NT),18.3,16.7,HB-COUNTER-2,check-in measurement 2022-06-22,Y,day log 2022-06-22,
AMD-000225,2022-06-23,WL-02390,ENGINE_MAKE,Engine Make / Model,COMMERCIAL_FISH,POWER_INBOARD,HB-COUNTER-2,insurance decl page,N,day log 2022-06-23,
AMD-000226,2022-06-26,WL-02281,DRAFT,Draft (Depth),5.8,6.4,HB-COUNTER-2,check-in measurement 2022-06-26,Y,day log 2022-06-26,
AMD-000227,2022-06-27,WL-01562,PROPULSION_TYPE,Propulsion Type,SPORTFISH,POWER_INBOARD,HB-COUNTER-2,registration,N,day log 2022-06-27,
AMD-000228,2022-06-29,WL-01010,DRAFT,Draft (Depth),6.0,5.5,HB-COUNTER-2,,Y,day log 2022-06-29,
AMD-000229,2022-06-29,WL-03792,HIN,Hull Identification Number,CHD16009P683,CHD60295B501,HB-COUNTER-2,insurance decl page,N,day log 2022-06-29,
AMD-000230,2022-06-29,WL-03120,BEAM,Beam (Width),9.3,9.9,HB-COUNTER-2,check-in measurement 2022-06-29,Y,day log 2022-06-29,
AMD-000231,2022-06-29,WL-01562,OWNER_NAME,Owner Name,CA,FIBERGLASS,HB-COUNTER-2,driver's license,N,day log 2022-06-29,
AMD-000232,2022-06-29,WL-01023,YEAR_BUILT,Year Built,2007,2007,HB-COUNTER-2,insurance decl page,N,day log 2022-06-29,
AMD-000233,2022-06-30,WL-01106,PROPULSION_TYPE,Propulsion Type,CA,POWER_STERNDRIVE,HB-COUNTER-2,registration,N,day log 2022-06-30,
AMD-000234,2022-07-02,WL-03378,HULL_MATERIAL,Hull Material,SAIL_MULTI,SAIL_MULTI,HB-COUNTER-2,driver's license,N,day log 2022-07-02,
AMD-000235,2022-07-02,WL-02131,VESSEL_TYPE,Vessel Type,COMMERCIAL_FISH,HOUSEBOAT,HB-COUNTER-2,registration,N,day log 2022-07-02,
AMD-000236,2022-07-03,WL-03547,HIN,Hull Identification Number,CHD65114B338,CHD79220V856,HB-COUNTER-2,registration,N,day log 2022-07-03,
AMD-000237,2022-07-04,WL-02538,NET_TONNAGE,Net Tonnage (NT),27.6,28.0,HB-COUNTER-2,,Y,day log 2022-07-04,
AMD-000238,2022-07-04,WL-02187,DRAFT,Draft (Depth),5.6,5.7,HB-COUNTER-2,,Y,day log 2022-07-04,
AMD-000239,2022-07-05,WL-03645,HIN,Hull Identification Number,CHD48971N556,CHD39041D647,HB-COUNTER-2,,N,day log 2022-07-05,
AMD-000240,2022-07-05,WL-01202,BEAM,Beam (Width),11.6,10.9,HB-COUNTER-2,,Y,day log 2022-07-05,
AMD-000241,2022-07-06,WL-02623,LOA,Length Overall (LOA),24.2,26.2,HB-COUNTER-2,,Y,day log 2022-07-06,
AMD-000242,2022-07-07,WL-02936,OFFICIAL_NUM,Official Number / Registration,732850,177303,HB-COUNTER-2,owner declaration at counter,N,day log 2022-07-07,
AMD-000243,2022-07-07,WL-01900,LOA,Length Overall (LOA),20.1,21.5,HB-COUNTER-2,,Y,day log 2022-07-07,
AMD-000244,2022-07-08,WL-03123,OWNER_ADDRESS,Owner Address,"3740 Andre Village, Everett, WA","5008 Lawrence Squares, Chaldale, WA",HB-COUNTER-2,insurance decl page,N,day log 2022-07-08,
AMD-000245,2022-07-09,WL-03010,LOA,Length Overall (LOA),34.0,31.9,HB-COUNTER-2,,Y,day log 2022-07-09,
AMD-000246,2022-07-11,WL-03683,GROSS_TONNAGE,Gross Tonnage (GT),15.7,14.6,HB-COUNTER-2,check-in measurement 2022-07-11,Y,day log 2022-07-11,
AMD-000247,2022-07-12,WL-01693,VESSEL_NAME,Vessel Name,SALISH CREST,ANCHOR WEATHER,HB-COUNTER-2,,N,day log 2022-07-12,
AMD-000248,2022-07-13,WL-03750,OWNER_ADDRESS,Owner Address,"5089 Yvonne Viaduct, Seattle, WA","9825 Alicia Manor, Olympia, WA",HB-COUNTER-2,driver's license,N,day log 2022-07-13,
AMD-000249,2022-07-14,WL-03395,FLAG,Flag State,US,CRUISER,HB-COUNTER-2,owner declaration at counter,N,day log 2022-07-14,
AMD-000250,2022-07-15,WL-03812,VESSEL_TYPE,Vessel Type,ELECTRIC,US,HB-COUNTER-2,,N,day log 2022-07-15,
AMD-000251,2022-07-15,WL-01990,OWNER_NAME,Owner Name,FIBERGLASS,FOAM_CORE,HB-COUNTER-2,insurance decl page,N,day log 2022-07-15,
AMD-000252,2022-07-15,WL-03108,BUILD_LOCATION,Build Location / Yard,FOAM_CORE,CA,HB-COUNTER-2,,N,day log 2022-07-15,
AMD-000253,2022-07-15,WL-01938,ENGINE_HP,Engine Horsepower,210,250,HB-COUNTER-2,bill of sale,N,day log 2022-07-15,
AMD-000254,2022-07-16,WL-01043,BUILD_LOCATION,Build Location / Yard,CRUISER,US,HB-COUNTER-2,owner declaration at counter,N,day log 2022-07-16,
AMD-000255,2022-07-16,WL-01871,OFFICIAL_NUM,Official Number / Registration,575090,625892,HB-COUNTER-2,,N,day log 2022-07-16,
AMD-000256,2022-07-17,WL-03255,BUILD_LOCATION,Build Location / Yard,TRAWLER,POWER_OUTBOARD,HB-COUNTER-2,owner declaration at counter,N,day log 2022-07-17,
AMD-000257,2022-07-18,WL-01734,BEAM,Beam (Width),9.8,9.9,HB-COUNTER-2,,Y,day log 2022-07-18,
AMD-000258,2022-07-19,WL-02025,ENGINE_HP,Engine Horsepower,110,250,HB-COUNTER-2,,N,day log 2022-07-19,
AMD-000259,2022-07-19,WL-01792,VESSEL_NAME,Vessel Name,HALIBUT MIST,ANCHOR MOON,HB-COUNTER-2,registration,N,day log 2022-07-19,
AMD-000260,2022-07-21,WL-02668,VESSEL_NAME,Vessel Name,SPINDRIFT SONG,CORMORANT GLIDE,HB-COUNTER-2,insurance decl page,N,day log 2022-07-21,
AMD-000261,2022-07-21,WL-02425,ENGINE_HP,Engine Horsepower,85,110,HB-COUNTER-2,insurance decl page,N,day log 2022-07-21,
AMD-000262,2022-07-21,WL-02366,NET_TONNAGE,Net Tonnage (NT),8.4,9.8,HB-COUNTER-2,,Y,day log 2022-07-21,
AMD-000263,2022-07-22,WL-03166,VESSEL_NAME,Vessel Name,PINTAIL MIST,PINTAIL WIND,HB-COUNTER-2,insurance decl page,N,day log 2022-07-22,
AMD-000264,2022-07-22,WL-02767,LOA,Length Overall (LOA),50.5,52.2,HB-COUNTER-2,check-in measurement 2022-07-22,Y,day log 2022-07-22,
AMD-000265,2022-07-22,WL-01480,ENGINE_MAKE,Engine Make / Model,US,US,HB-COUNTER-2,driver's license,N,day log 2022-07-22,
AMD-000266,2022-07-24,WL-01098,ENGINE_MAKE,Engine Make / Model,CA,POWER_STERNDRIVE,HB-COUNTER-2,,N,day log 2022-07-24,
AMD-000267,2022-07-24,WL-02707,BEAM,Beam (Width),11.3,12.2,HB-COUNTER-2,,Y,day log 2022-07-24,
AMD-000268,2022-07-25,WL-02402,LOA,Length Overall (LOA),53.2,53.5,HB-COUNTER-2,,Y,day log 2022-07-25,
AMD-000269,2022-07-25,WL-01912,HIN,Hull Identification Number,CHD91160E786,CHD96490O828,HB-COUNTER-2,bill of sale,N,day log 2022-07-25,
AMD-000270,2022-07-26,WL-03102,YEAR_BUILT,Year Built,1984,1984,HB-COUNTER-2,driver's license,N,day log 2022-07-26,
AMD-000271,2022-07-26,WL-01013,HIN,Hull Identification Number,CHD54462C143,CHD75026W386,HB-COUNTER-2,,N,day log 2022-07-26,
AMD-000272,2022-07-27,WL-03680,VESSEL_NAME,Vessel Name,DRIFT GLIDE,ANCHOR GLIDE,HB-COUNTER-2,,N,day log 2022-07-27,
AMD-000273,2022-07-27,WL-01508,VESSEL_TYPE,Vessel Type,POWER_STERNDRIVE,ELECTRIC,HB-COUNTER-2,owner declaration at counter,N,day log 2022-07-27,
AMD-000274,2022-07-28,WL-01893,OWNER_ADDRESS,Owner Address,"5509 Katherine Orchard, Olympia, WA","9745 Elizabeth Courts, Bellingham, WA",HB-COUNTER-2,owner declaration at counter,N,day log 2022-07-28,
AMD-000275,2022-07-28,WL-02556,OWNER_ADDRESS,Owner Address,"7867 Tiffany Square, Longview, WA","6782 Watson Brook, Astoria, OR",HB-COUNTER-2,insurance decl page,N,day log 2022-07-28,
AMD-000276,2022-07-30,WL-01902,ENGINE_HP,Engine Horsepower,150,150,HB-COUNTER-2,registration,N,day log 2022-07-30,
AMD-000277,2022-07-30,WL-02134,YEAR_BUILT,Year Built,1988,1988,HB-COUNTER-2,owner declaration at counter,N,day log 2022-07-30,
AMD-000278,2022-07-31,WL-02174,ENGINE_HP,Engine Horsepower,150,85,HB-COUNTER-2,owner declaration at counter,N,day log 2022-07-31,
AMD-000279,2022-07-31,WL-03482,PROPULSION_TYPE,Propulsion Type,FIBERGLASS,CA,HB-COUNTER-2,registration,N,day log 2022-07-31,
AMD-000280,2022-08-03,WL-01722,PROPULSION_TYPE,Propulsion Type,FOAM_CORE,ALUMINUM,HB-COUNTER-2,,N,day log 2022-08-03,
AMD-000281,2022-08-04,WL-01122,ENGINE_MAKE,Engine Make / Model,CA,COMMERCIAL_FISH,HB-COUNTER-2,bill of sale,N,day log 2022-08-04,
AMD-000282,2022-08-04,WL-02252,YEAR_BUILT,Year Built,2007,2007,HB-COUNTER-2,registration,N,day log 2022-08-04,
AMD-000283,2022-08-04,WL-03103,VESSEL_NAME,Vessel Name,KESTREL MOON,SABLE QUEEN,HB-COUNTER-2,registration,N,day log 2022-08-04,
AMD-000284,2022-08-04,WL-01716,ENGINE_HP,Engine Horsepower,110,375,HB-COUNTER-2,registration,N,day log 2022-08-04,
AMD-000285,2022-08-05,WL-02933,LOA,Length Overall (LOA),44.5,46.4,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-08-02,Y,day log 2022-08-05,
AMD-000286,2022-08-07,WL-03367,NET_TONNAGE,Net Tonnage (NT),11.6,10.0,HB-COUNTER-2,MC-2022-0314,Y,day log 2022-08-07,
AMD-000287,2022-08-09,WL-01893,LOA,Length Overall (LOA),26.4,25.8,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-08-08,Y,day log 2022-08-09,
AMD-000288,2022-08-09,WL-03054,LOA,Length Overall (LOA),46.9,45.3,HB-COUNTER-2,MC-2022-0411,Y,day log 2022-08-09,
AMD-000289,2022-08-10,WL-03103,LOA,Length Overall (LOA),51.0,51.1,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-08-04,Y,day log 2022-08-10,
AMD-000290,2022-08-10,WL-03618,ENGINE_MAKE,Engine Make / Model,ELECTRIC,FOAM_CORE,HB-COUNTER-2,driver's license,N,day log 2022-08-10,
AMD-000291,2022-08-11,WL-02955,HULL_MATERIAL,Hull Material,SPORTFISH,SPORTFISH,HB-COUNTER-2,,N,day log 2022-08-11,
AMD-000292,2022-08-11,WL-03903,GROSS_TONNAGE,Gross Tonnage (GT),19.6,20.9,HB-COUNTER-2,MC-2022-0526,Y,day log 2022-08-11,
AMD-000293,2022-08-12,WL-03661,BEAM,Beam (Width),9.2,8.8,HB-COUNTER-2,MC-2022-0301,Y,day log 2022-08-12,
AMD-000294,2022-08-13,WL-03795,DRAFT,Draft (Depth),4.4,4.8,HB-COUNTER-2,MC-2022-0871,Y,day log 2022-08-13,
AMD-000295,2022-08-14,WL-03028,ENGINE_MAKE,Engine Make / Model,ALUMINUM,FIBERGLASS,HB-COUNTER-2,,N,day log 2022-08-14,
AMD-000296,2022-08-14,WL-01905,HIN,Hull Identification Number,CHD15066B464,CHD39950Y377,HB-COUNTER-2,,N,day log 2022-08-14,
AMD-000297,2022-08-16,WL-01827,FLAG,Flag State,SAIL_MULTI,POWER_OUTBOARD,HB-COUNTER-2,insurance decl page,N,day log 2022-08-16,
AMD-000298,2022-08-16,WL-03208,BUILD_LOCATION,Build Location / Yard,POWER_STERNDRIVE,POWER_STERNDRIVE,HB-COUNTER-2,bill of sale,N,day log 2022-08-16,
AMD-000299,2022-08-17,WL-02799,VESSEL_NAME,Vessel Name,WIDGEON ROCK,SALISH LIGHT,HB-COUNTER-2,driver's license,N,day log 2022-08-17,
AMD-000300,2022-08-18,WL-03760,FLAG,Flag State,CA,FIBERGLASS,HB-COUNTER-2,,N,day log 2022-08-18,
AMD-000301,2022-08-22,WL-01594,ENGINE_MAKE,Engine Make / Model,CA,US,HB-COUNTER-2,insurance decl page,N,day log 2022-08-22,
AMD-000302,2022-08-24,WL-03554,FLAG,Flag State,ELECTRIC,HOUSEBOAT,HB-COUNTER-2,registration,N,day log 2022-08-24,
AMD-000303,2022-08-24,WL-02549,NET_TONNAGE,Net Tonnage (NT),13.8,12.4,HB-COUNTER-2,MC-2022-0471,Y,day log 2022-08-24,
AMD-000304,2022-08-24,WL-01379,VESSEL_NAME,Vessel Name,SPINDRIFT REACH,SEAL VEER,HB-COUNTER-2,registration,N,day log 2022-08-24,
AMD-000305,2022-08-26,WL-03774,VESSEL_NAME,Vessel Name,HALIBUT SONG,OTTER RUNNER,HB-COUNTER-2,owner declaration at counter,N,day log 2022-08-26,
AMD-000306,2022-08-26,WL-01507,ENGINE_MAKE,Engine Make / Model,CRUISER,FIBERGLASS,HB-COUNTER-2,registration,N,day log 2022-08-26,
AMD-000307,2022-08-27,WL-02295,PROPULSION_TYPE,Propulsion Type,POWER_STERNDRIVE,POWER_OUTBOARD,HB-COUNTER-2,bill of sale,N,day log 2022-08-27,
AMD-000308,2022-08-29,WL-03415,YEAR_BUILT,Year Built,1973,1973,HB-COUNTER-2,,N,day log 2022-08-29,
AMD-000309,2022-08-30,WL-03017,FLAG,Flag State,WOOD,POWER_INBOARD,HB-COUNTER-2,owner declaration at counter,N,day log 2022-08-30,
AMD-000310,2022-08-30,WL-03578,OFFICIAL_NUM,Official Number / Registration,700320,723239,HB-COUNTER-2,,N,day log 2022-08-30,
AMD-000311,2022-08-30,WL-02354,YEAR_BUILT,Year Built,1981,1981,HB-COUNTER-2,insurance decl page,N,day log 2022-08-30,
AMD-000312,2022-08-30,WL-03908,GROSS_TONNAGE,Gross Tonnage (GT),11.4,12.8,HB-COUNTER-2,MC-2022-0644,Y,day log 2022-08-30,
AMD-000313,2022-08-31,WL-01263,OWNER_NAME,Owner Name,POWER_OUTBOARD,SAIL_MULTI,HB-COUNTER-2,,N,day log 2022-08-31,
AMD-000314,2022-08-31,WL-02957,BEAM,Beam (Width),11.4,11.2,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-08-12,Y,day log 2022-08-31,
AMD-000315,2022-09-01,WL-03351,BUILD_LOCATION,Build Location / Yard,POWER_STERNDRIVE,FIBERGLASS,HB-COUNTER-2,owner declaration at counter,N,day log 2022-09-01,
AMD-000316,2022-09-01,WL-03085,LOA,Length Overall (LOA),28.7,26.4,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-08-03,Y,day log 2022-09-01,
AMD-000317,2022-09-01,WL-03348,HULL_MATERIAL,Hull Material,STEEL,COMMERCIAL_FISH,HB-COUNTER-2,registration,N,day log 2022-09-01,
AMD-000318,2022-09-04,WL-02580,HIN,Hull Identification Number,CHD12512K305,CHD37747W349,HB-COUNTER-2,registration,N,day log 2022-09-04,
AMD-000319,2022-09-04,WL-03038,PROPULSION_TYPE,Propulsion Type,HOUSEBOAT,POWER_INBOARD,HB-COUNTER-2,registration,N,day log 2022-09-04,
AMD-000320,2022-09-05,WL-03117,OWNER_NAME,Owner Name,US,POWER_OUTBOARD,HB-COUNTER-2,driver's license,N,day log 2022-09-05,
AMD-000321,2022-09-07,WL-03033,ENGINE_MAKE,Engine Make / Model,FIBERGLASS,WOOD,HB-COUNTER-2,bill of sale,N,day log 2022-09-07,
AMD-000322,2022-09-07,WL-01962,LOA,Length Overall (LOA),30.4,31.5,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-09-01,Y,day log 2022-09-07,
AMD-000323,2022-09-08,WL-02747,DRAFT,Draft (Depth),4.3,3.9,HB-COUNTER-2,MC-2022-0546,Y,day log 2022-09-08,
AMD-000324,2022-09-10,WL-01145,PROPULSION_TYPE,Propulsion Type,COMMERCIAL_FISH,SPORTFISH,HB-COUNTER-2,owner declaration at counter,N,day log 2022-09-10,
AMD-000325,2022-09-11,WL-02261,PROPULSION_TYPE,Propulsion Type,SPORTFISH,SAIL_MONO,HB-COUNTER-2,,N,day log 2022-09-11,
AMD-000326,2022-09-12,WL-02804,VESSEL_NAME,Vessel Name,HALIBUT SHORE,HERON SONG,HB-COUNTER-2,bill of sale,N,day log 2022-09-12,
AMD-000327,2022-09-12,WL-02869,YEAR_BUILT,Year Built,1982,1982,HB-COUNTER-2,insurance decl page,N,day log 2022-09-12,
AMD-000328,2022-09-14,WL-02871,DRAFT,Draft (Depth),7.2,7.4,HB-COUNTER-2,MC-2022-0802,Y,day log 2022-09-14,
AMD-000329,2022-09-14,WL-03498,VESSEL_NAME,Vessel Name,TIDE WIND,HALIBUT DANCER,HB-COUNTER-2,owner declaration at counter,N,day log 2022-09-14,
AMD-000330,2022-09-14,WL-02308,PROPULSION_TYPE,Propulsion Type,WOOD,ELECTRIC,HB-COUNTER-2,insurance decl page,N,day log 2022-09-14,
AMD-000331,2022-09-14,WL-01442,ENGINE_MAKE,Engine Make / Model,TRAWLER,POWER_OUTBOARD,HB-COUNTER-2,driver's license,N,day log 2022-09-14,
AMD-000332,2022-09-14,WL-02281,NET_TONNAGE,Net Tonnage (NT),26.6,25.8,HB-COUNTER-2,MC-2022-0125,Y,day log 2022-09-14,
AMD-000333,2022-09-14,WL-02974,OWNER_ADDRESS,Owner Address,"9044 Davenport Brooks, Bellingham, WA","1656 Garner Radial, Portland, OR",HB-COUNTER-2,registration,N,day log 2022-09-14,
AMD-000334,2022-09-15,WL-03397,GROSS_TONNAGE,Gross Tonnage (GT),16.2,17.8,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-08-28,Y,day log 2022-09-15,
AMD-000335,2022-09-15,WL-03743,ENGINE_MAKE,Engine Make / Model,POWER_INBOARD,CRUISER,HB-COUNTER-2,registration,N,day log 2022-09-15,
AMD-000336,2022-09-17,WL-03105,PROPULSION_TYPE,Propulsion Type,TRAWLER,FIBERGLASS,HB-COUNTER-2,registration,N,day log 2022-09-17,
AMD-000337,2022-09-19,WL-03607,DRAFT,Draft (Depth),6.1,6.0,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-08-27,Y,day log 2022-09-19,
AMD-000338,2022-09-20,WL-03600,LOA,Length Overall (LOA),51.4,49.0,HB-COUNTER-2,,Y,day log 2022-09-20,
AMD-000339,2022-09-22,WL-02493,LOA,Length Overall (LOA),42.8,42.9,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-08-21,Y,day log 2022-09-22,
AMD-000340,2022-09-23,WL-03685,OFFICIAL_NUM,Official Number / Registration,523036,972292,HB-COUNTER-2,owner declaration at counter,N,day log 2022-09-23,
AMD-000341,2022-09-23,WL-01355,OWNER_NAME,Owner Name,FIBERGLASS,US,HB-COUNTER-2,owner declaration at counter,N,day log 2022-09-23,
AMD-000342,2022-09-23,WL-01407,DRAFT,Draft (Depth),5.4,5.0,HB-COUNTER-2,,Y,day log 2022-09-23,
AMD-000343,2022-09-23,WL-03241,LOA,Length Overall (LOA),37.1,38.3,HB-COUNTER-2,MC-2022-0705,Y,day log 2022-09-23,
AMD-000344,2022-09-24,WL-01092,HIN,Hull Identification Number,CHD14828L591,CHD78916G172,HB-COUNTER-2,insurance decl page,N,day log 2022-09-24,
AMD-000345,2022-09-24,WL-01972,FLAG,Flag State,US,SAIL_MONO,HB-COUNTER-2,registration,N,day log 2022-09-24,
AMD-000346,2022-09-26,WL-02064,OWNER_ADDRESS,Owner Address,"3258 Farrell Harbor, Bremerton, WA","3048 Newman Lights, Portland, OR",HB-COUNTER-2,,N,day log 2022-09-26,
AMD-000347,2022-09-27,WL-01218,BUILD_LOCATION,Build Location / Yard,SAIL_MONO,SAIL_MONO,HB-COUNTER-2,driver's license,N,day log 2022-09-27,
AMD-000348,2022-09-27,WL-01713,OFFICIAL_NUM,Official Number / Registration,302988,539409,HB-COUNTER-2,bill of sale,N,day log 2022-09-27,
AMD-000349,2022-09-27,WL-02500,VESSEL_NAME,Vessel Name,MURRE PASSAGE,HALIBUT WIND,HB-COUNTER-2,driver's license,N,day log 2022-09-27,
